ID,Class
594,6
595,8
596,2
597,0
598,2
599,4
600,3
601,4
602,7
603,6
604,2
605,6
606,9
607,1
608,3
609,6
610,7
611,8
612,7
613,9
614,3
615,2
616,1
617,4
618,1
619,1
620,0
621,4
622,7
623,3
624,9
625,2
626,9
627,2
628,0
629,4
630,3
631,3
632,4
633,6
634,7
635,3
636,9
637,1
638,8
639,3
640,9
641,7
642,8
643,2
644,6
645,8
646,3
647,0
648,6
649,4
650,0
651,1
652,3
653,0
654,2
655,8
656,0
657,9
658,8
659,2
660,1
661,7
662,4
663,3
664,0
665,1
666,1
667,2
668,9
669,0
670,4
671,7
672,4
673,2
674,6
675,1
676,7
677,8
678,6
679,8
680,2
681,0
682,6
683,1
684,2
685,3
686,7
687,3
688,8
689,1
690,2
691,6
692,1
693,2
694,3
695,1
696,6
697,7
698,1
699,7
700,8
701,9
702,8
703,9
704,9
705,7
706,0
707,3
708,6
709,8
710,1
711,7
712,3
713,4
714,6
715,2
716,0
717,7
718,9
719,6
720,4
721,7
722,8
723,8
724,3
725,1
726,8
727,6
728,2
729,8
730,6
731,9
732,9
733,7
734,9
735,1
736,2
737,2
738,8
739,8
740,2
741,9
742,7
743,1
744,6
745,1
746,8
747,3
748,6
749,9
750,3
751,4
752,3
753,9
754,3
755,8
756,3
757,9
758,1
759,0
760,1
761,4
762,7
763,9
764,6
765,9
766,6
767,6
768,6
769,6
770,8
771,3
772,6
773,4
774,8
775,3
776,6
777,2
778,4
779,1
780,9
781,7
782,4
783,3
784,6
785,0
786,6
787,7
788,3
789,8
790,8
791,0
792,9
793,3
794,6
795,3
796,9
797,7
798,1
799,1
800,9
801,7
802,1
803,4
804,1
805,7
806,2
807,6
808,7
809,7
810,3
811,8
812,6
813,0
814,8
815,7
816,9
817,6
818,9
819,7
820,9
821,3
822,2
823,6
824,0
825,2
826,7
827,7
828,4
829,2
830,8
831,8
832,9
833,9
834,3
835,6
836,4
837,4
838,3
839,3
840,1
841,1
842,0
843,4
844,1
845,1
846,6
847,9
848,1
849,7
850,0
851,9
852,6
853,9
854,9
855,9
856,1
857,3
858,9
859,2
860,4
861,3
862,4
863,9
864,4
865,2
866,7
867,2
868,4
869,9
870,9
871,6
872,7
873,7
874,8
875,1
876,8
877,4
878,3
879,8
880,3
881,4
882,0
883,9
884,2
885,4
886,9
887,6
888,3
889,1
890,4
891,1
892,1
893,1
894,1
895,8
896,8
897,8
898,9
899,8
900,4
901,9
902,8
903,6
904,4
905,1
906,3
907,7
908,9
909,2
910,0
911,2
912,7
913,2
914,9
915,1
916,3
917,8
918,2
919,6
920,1
921,0
922,2
923,0
924,7
925,0
926,9
927,1
928,0
929,8
930,2
931,2
932,6
933,0
934,6
935,2
936,9
937,6
938,0
939,8
940,6
941,4
942,9
943,8
944,0
945,9
946,1
947,1
948,3
949,8
950,2
951,1
952,6
953,4
954,9
955,1
956,7
957,8
958,7
959,1
960,8
961,0
962,4
963,1
964,2
965,3
966,8
967,9
968,0
969,7
970,1
971,4
972,0
973,6
974,2
975,1
976,6
977,0
978,4
979,0
980,6
981,4
982,2
983,0
984,1
985,7
986,3
987,1
988,8
989,3
990,4
991,7
992,7
993,9
994,1
995,1
996,2
997,0
998,1
999,2
1000,1
1001,8
1002,2
1003,1
1004,6
1005,8
1006,7
1007,0
1008,9
1009,0
1010,7
1011,9
1012,7
1013,7
1014,7
1015,8
1016,9
1017,3
1018,9
1019,4
1020,8
1021,2
1022,6
1023,4
1024,1
1025,3
1026,7
1027,9
1028,2
1029,2
1030,7
1031,2
1032,3
1033,7
1034,7
1035,8
1036,6
1037,0
1038,6
1039,1
1040,8
1041,7
1042,9
1043,7
1044,7
1045,8
1046,4
1047,0
1048,4
1049,1
1050,7
1051,3
1052,8
1053,1
1054,6
1055,7
1056,6
1057,3
1058,2
1059,7
1060,8
1061,8
1062,2
1063,6
1064,6
1065,8
1066,9
1067,4
1068,8
1069,4
1070,7
1071,4
1072,3
1073,9
1074,2
1075,0
1076,0
1077,9
1078,1
1079,3
1080,3
1081,9
1082,3
1083,6
1084,3
1085,7
1086,6
1087,3
1088,4
1089,0
1090,4
1091,1
1092,4
1093,1
1094,3
1095,2
1096,7
1097,0
1098,8
1099,2
1100,9
1101,3
1102,8
1103,7
1104,7
1105,9
1106,1
1107,1
1108,9
1109,7
1110,0
1111,2
1112,3
1113,1
1114,2
1115,9
1116,1
1117,8
1118,4
1119,8
1120,6
1121,4
1122,3
1123,0
1124,6
1125,2
1126,9
1127,6
1128,9
1129,7
1130,7
1131,3
1132,8
1133,8
1134,2
1135,7
1136,3
1137,0
1138,4
1139,9
1140,0
1141,8
1142,3
1143,3
1144,9
1145,9
1146,3
1147,8
1148,6
1149,7
1150,0
1151,1
1152,3
1153,7
1154,0
1155,6
1156,2
1157,6
1158,7
1159,6
1160,4
1161,3
1162,0
1163,6
1164,2
1165,6
1166,4
1167,7
1168,1
1169,1
1170,4
1171,3
1172,6
1173,0
1174,9
1175,2
1176,0
1177,7
1178,4
1179,1
1180,1
1181,9
1182,6
1183,4
1184,2
1185,2
1186,9
1187,2
1188,1
1189,2
1190,0
1191,3
1192,9
1193,9
1194,7
1195,7
1196,4
1197,8
1198,8
1199,3
1200,6
1201,9
1202,1
1203,0
1204,0
1205,8
1206,2
1207,9
1208,0
1209,7
1210,3
1211,4
1212,8
1213,1
1214,6
1215,0
1216,2
1217,0
1218,7
1219,1
1220,3
1221,9
1222,0
1223,8
1224,1
1225,8
1226,4
1227,9
1228,0
1229,9
1230,9
1231,2
1232,8
1233,8
1234,1
1235,3
1236,7
1237,0
1238,3
1239,7
1240,7
1241,4
1242,8
1243,7
1244,1
1245,3
1246,9
1247,2
1248,2
1249,9
1250,0
1251,8
1252,9
1253,1
1254,7
1255,4
1256,8
1257,8
1258,0
1259,9
1260,7
1261,6
1262,8
1263,9
1264,4
1265,8
1266,1
1267,8
1268,7
1269,8
1270,2
1271,9
1272,8
1273,3
1274,9
1275,2
1276,6
1277,9
1278,4
1279,4
1280,3
1281,7
1282,7
1283,6
1284,7
1285,9
1286,7
1287,4
1288,0
1289,3
1290,1
1291,9
1292,4
1293,6
1294,9
1295,8
1296,9
1297,7
1298,7
1299,2
1300,2
1301,0
1302,8
1303,8
1304,2
1305,9
1306,4
1307,1
1308,0
1309,3
1310,0
1311,7
1312,9
1313,1
1314,9
1315,2
1316,8
1317,2
1318,3
1319,6
1320,2
1321,2
1322,1
1323,6
1324,3
1325,0
1326,2
1327,0
1328,8
1329,7
1330,7
1331,3
1332,2
1333,6
1334,7
1335,4
1336,3
1337,1
1338,1
1339,8
1340,7
1341,8
1342,2
1343,4
1344,9
1345,3
1346,0
1347,6
1348,1
1349,7
1350,6
1351,2
1352,3
1353,0
1354,4
1355,6
1356,9
1357,6
1358,0
1359,3
1360,2
1361,1
1362,2
1363,4
1364,9
1365,0
1366,0
1367,4
1368,6
1369,6
1370,4
1371,9
1372,4
1373,9
1374,0
1375,1
1376,0
1377,1
1378,2
1379,0
1380,3
1381,9
1382,1
1383,7
1384,6
1385,9
1386,9
1387,6
1388,7
1389,3
1390,0
1391,6
1392,2
1393,6
1394,4
1395,7
1396,0
1397,9
1398,4
1399,4
1400,9
1401,1
1402,8
1403,7
1404,2
1405,8
1406,0
1407,9
1408,8
1409,1
1410,7
1411,0
1412,4
1413,6
1414,7
1415,1
1416,3
1417,3
1418,3
1419,7
1420,9
1421,2
1422,8
1423,1
1424,4
1425,1
1426,2
1427,3
1428,4
1429,3
1430,8
1431,3
1432,4
1433,1
1434,0
1435,4
1436,8
1437,6
1438,2
1439,3
1440,1
1441,1
1442,7
1443,3
1444,1
1445,9
1446,1
1447,7
1448,6
1449,7
1450,6
1451,1
1452,2
1453,7
1454,1
1455,6
1456,4
1457,2
1458,9
1459,6
1460,1
1461,7
1462,7
1463,4
1464,3
1465,0
1466,3
1467,3
1468,9
1469,2
1470,4
1471,8
1472,1
1473,9
1474,7
1475,6
1476,2
1477,4
1478,6
1479,1
1480,0
1481,0
1482,0
1483,8
1484,7
1485,7
1486,4
1487,1
1488,3
1489,3
1490,0
1491,2
1492,7
1493,0
1494,6
1495,4
1496,1
1497,6
1498,1
1499,0
1500,4
1501,1
1502,2
1503,9
1504,7
1505,9
1506,0
1507,8
1508,3
1509,8
1510,7
1511,6
1512,0
1513,9
1514,0
1515,3
1516,2
1517,7
1518,8
1519,9
1520,0
1521,3
1522,0
1523,9
1524,4
1525,4
1526,4
1527,7
1528,4
1529,8
1530,0
1531,8
1532,3
1533,0
1534,7
1535,2
1536,0
1537,9
1538,8
1539,6
1540,2
1541,7
1542,6
1543,6
1544,9
1545,3
1546,1
1547,0
1548,0
1549,1
1550,1
1551,0
1552,1
1553,2
1554,0
1555,8
1556,7
1557,2
1558,1
1559,4
1560,1
1561,0
1562,1
1563,3
1564,7
1565,7
1566,8
1567,1
1568,6
1569,4
1570,0
1571,6
1572,4
1573,1
1574,6
1575,3
1576,2
1577,8
1578,0
1579,0
1580,7
1581,4
1582,9
1583,0
1584,3
1585,1
1586,6
1587,6
1588,7
1589,3
1590,3
1591,9
1592,2
1593,2
1594,9
1595,3
1596,8
1597,8
1598,0
1599,3
1600,0
1601,1
1602,7
1603,3
1604,7
1605,3
1606,4
1607,8
1608,9
1609,0
1610,8
1611,0
1612,1
1613,6
1614,4
1615,1
1616,6
1617,8
1618,4
1619,6
1620,9
1621,6
1622,9
1623,8
1624,2
1625,9
1626,9
1627,0
1628,0
1629,8
1630,6
1631,2
1632,7
1633,1
1634,0
1635,9
1636,7
1637,0
1638,4
1639,4
1640,6
1641,9
1642,9
1643,4
1644,0
1645,9
1646,1
1647,1
1648,2
1649,0
1650,4
1651,3
1652,3
1653,3
1654,3
1655,6
1656,4
1657,2
1658,2
1659,7
1660,4
1661,6
1662,0
1663,1
1664,8
1665,9
1666,4
1667,9
1668,7
1669,2
1670,0
1671,1
1672,2
1673,7
1674,1
1675,3
1676,0
1677,7
1678,9
1679,8
1680,2
1681,0
1682,3
1683,7
1684,7
1685,7
1686,0
1687,2
1688,0
1689,4
1690,0
1691,4
1692,0
1693,2
1694,2
1695,6
1696,2
1697,3
1698,2
1699,0
1700,0
1701,0
1702,2
1703,2
1704,0
1705,0
1706,0
1707,7
1708,0
1709,9
1710,9
1711,0
1712,2
1713,6
1714,6
1715,1
1716,4
1717,2
1718,9
1719,2
1720,1
1721,6
1722,7
1723,2
1724,9
1725,0
1726,7
1727,9
1728,8
1729,3
1730,4
1731,3
1732,7
1733,4
1734,6
1735,8
1736,6
1737,1
1738,1
1739,1
1740,4
1741,2
1742,0
1743,7
1744,9
1745,0
1746,7
1747,1
1748,6
1749,8
1750,0
1751,3
1752,0
1753,8
1754,8
1755,4
1756,3
1757,1
1758,9
1759,1
1760,1
1761,1
1762,9
1763,6
1764,4
1765,4
1766,1
1767,3
1768,1
1769,7
1770,9
1771,6
1772,9
1773,9
1774,8
1775,4
1776,1
1777,1
1778,7
1779,8
1780,4
1781,7
1782,7
1783,2
1784,6
1785,7
1786,8
1787,3
1788,4
1789,4
1790,4
1791,1
1792,3
1793,1
1794,3
1795,2
1796,0
1797,1
1798,2
1799,4
1800,0
1801,0
1802,3
1803,1
1804,7
1805,7
1806,3
1807,6
1808,7
1809,4
1810,1
1811,0
1812,4
1813,4
1814,4
1815,6
1816,8
1817,0
1818,6
1819,3
1820,1
1821,2
1822,2
1823,2
1824,6
1825,3
1826,7
1827,2
1828,2
1829,9
1830,4
1831,0
1832,3
1833,7
1834,1
1835,0
1836,1
1837,9
1838,0
1839,2
1840,9
1841,1
1842,3
1843,6
1844,2
1845,2
1846,9
1847,4
1848,2
1849,3
1850,9
1851,8
1852,0
1853,0
1854,6
1855,7
1856,6
1857,3
1858,4
1859,8
1860,0
1861,7
1862,4
1863,7
1864,8
1865,8
1866,4
1867,7
1868,2
1869,2
1870,4
1871,1
1872,2
1873,1
1874,8
1875,8
1876,2
1877,0
1878,8
1879,1
1880,2
1881,0
1882,0
1883,6
1884,2
1885,3
1886,2
1887,4
1888,6
1889,0
1890,3
1891,1
1892,6
1893,6
1894,0
1895,9
1896,3
1897,1
1898,1
1899,6
1900,4
1901,1
1902,8
1903,0
1904,0
1905,7
1906,6
1907,6
1908,6
1909,3
1910,4
1911,4
1912,9
1913,7
1914,0
1915,8
1916,0
1917,7
1918,6
1919,4
1920,9
1921,3
1922,3
1923,2
1924,2
1925,8
1926,4
1927,9
1928,4
1929,8
1930,9
1931,0
1932,8
1933,9
1934,9
1935,1
1936,2
1937,8
1938,4
1939,3
1940,3
1941,3
1942,4
1943,3
1944,7
1945,9
1946,3
1947,2
1948,2
1949,3
1950,6
1951,4
1952,2
1953,1
1954,8
1955,7
1956,1
1957,4
1958,6
1959,1
1960,0
1961,9
1962,6
1963,8
1964,4
1965,2
1966,1
1967,6
1968,1
1969,1
1970,3
1971,9
1972,9
1973,1
1974,9
1975,7
1976,3
1977,1
1978,8
1979,0
1980,2
1981,2
1982,3
1983,6
1984,7
1985,8
1986,9
1987,6
1988,6
1989,0
1990,6
1991,0
1992,3
1993,4
1994,2
1995,7
1996,0
1997,4
1998,2
1999,4
2000,6
2001,6
2002,1
2003,2
2004,6
2005,7
2006,7
2007,2
2008,8
2009,7
2010,0
2011,1
2012,1
2013,7
2014,4
2015,9
2016,0
2017,6
2018,9
2019,1
2020,4
2021,6
2022,6
2023,4
2024,4
2025,4
2026,0
2027,8
2028,3
2029,2
2030,9
2031,2
2032,2
2033,8
2034,3
2035,2
2036,2
2037,4
2038,3
2039,0
2040,1
2041,7
2042,9
2043,6
2044,6
2045,1
2046,1
2047,1
2048,0
2049,3
2050,6
2051,9
2052,8
2053,1
2054,9
2055,0
2056,1
2057,7
2058,9
2059,0
2060,8
2061,2
2062,9
2063,8
2064,1
2065,7
2066,2
2067,8
2068,9
2069,7
2070,2
2071,4
2072,2
2073,2
2074,9
2075,8
2076,3
2077,6
2078,4
2079,4
2080,0
2081,3
2082,9
2083,0
2084,1
2085,1
2086,9
2087,1
2088,6
2089,3
2090,3
2091,0
2092,4
2093,2
2094,1
2095,0
2096,3
2097,3
2098,2
2099,4
2100,7
2101,1
2102,7
2103,9
2104,7
2105,6
2106,3
2107,1
2108,1
2109,8
2110,6
2111,0
2112,8
2113,7
2114,2
2115,9
2116,7
2117,7
2118,1
2119,1
2120,2
2121,2
2122,8
2123,3
2124,1
2125,2
2126,8
2127,4
2128,0
2129,8
2130,9
2131,3
2132,1
2133,1
2134,7
2135,8
2136,4
2137,3
2138,4
2139,4
2140,8
2141,6
2142,0
2143,3
2144,1
2145,1
2146,1
2147,6
2148,4
2149,3
2150,0
2151,9
2152,6
2153,8
2154,1
2155,4
2156,9
2157,1
2158,7
2159,8
2160,4
2161,6
2162,1
2163,3
2164,4
2165,7
2166,8
2167,0
2168,4
2169,1
2170,1
2171,8
2172,8
2173,8
2174,8
2175,3
2176,4
2177,3
2178,0
2179,3
2180,6
2181,2
2182,3
2183,9
2184,0
2185,8
2186,2
2187,4
2188,7
2189,1
2190,1
2191,6
2192,7
2193,8
2194,3
2195,7
2196,8
2197,1
2198,2
2199,1
2200,2
2201,6
2202,6
2203,6
2204,4
2205,2
2206,9
2207,3
2208,0
2209,8
2210,1
2211,6
2212,6
2213,6
2214,1
2215,8
2216,6
2217,1
2218,1
2219,4
2220,2
2221,1
2222,7
2223,7
2224,4
2225,3
2226,0
2227,6
2228,0
2229,9
2230,2
2231,2
2232,0
2233,8
2234,1
2235,2
2236,2
2237,2
2238,0
2239,1
2240,1
2241,2
2242,3
2243,6
2244,1
2245,7
2246,9
2247,8
2248,6
2249,2
2250,2
2251,2
2252,2
2253,8
2254,4
2255,4
2256,7
2257,2
2258,7
2259,0
2260,7
2261,2
2262,1
2263,2
2264,8
2265,7
2266,2
2267,9
2268,2
2269,1
2270,8
2271,0
2272,1
2273,7
2274,0
2275,1
2276,9
2277,1
2278,1
2279,3
2280,4
2281,7
2282,7
2283,2
2284,2
2285,2
2286,7
2287,0
2288,7
2289,4
2290,2
2291,4
2292,6
2293,4
2294,7
2295,6
2296,0
2297,4
2298,0
2299,2
2300,7
2301,0
2302,1
2303,6
2304,2
2305,1
2306,3
2307,2
2308,3
2309,2
2310,2
2311,1
2312,3
2313,0
2314,6
2315,1
2316,6
2317,3
2318,4
2319,8
2320,0
2321,7
2322,9
2323,3
2324,6
2325,4
2326,8
2327,3
2328,2
2329,7
2330,9
2331,7
2332,9
2333,3
2334,0
2335,9
2336,4
2337,8
2338,1
2339,7
2340,4
2341,6
2342,3
2343,0
2344,2
2345,4
2346,0
2347,4
2348,9
2349,6
2350,0
2351,9
2352,0
2353,7
2354,0
2355,7
2356,1
2357,9
2358,8
2359,1
2360,7
2361,7
2362,6
2363,0
2364,0
2365,4
2366,6
2367,7
2368,3
2369,3
2370,6
2371,2
2372,0
2373,7
2374,1
2375,4
2376,7
2377,8
2378,4
2379,4
2380,3
2381,7
2382,6
2383,8
2384,0
2385,2
2386,8
2387,4
2388,2
2389,7
2390,1
2391,4
2392,1
2393,9
2394,7
2395,2
2396,9
2397,4
2398,6
2399,1
2400,7
2401,9
2402,1
2403,2
2404,9
2405,2
2406,7
2407,7
2408,8
2409,2
2410,7
2411,7
2412,8
2413,4
2414,1
2415,6
2416,1
2417,1
2418,7
2419,9
2420,1
2421,2
2422,8
2423,2
2424,7
2425,3
2426,7
2427,0
2428,2
2429,8
2430,3
2431,4
2432,3
2433,9
2434,7
2435,3
2436,3
2437,4
2438,8
2439,7
2440,9
2441,4
2442,3
2443,0
2444,9
2445,9
2446,8
2447,6
2448,8
2449,1
2450,3
2451,2
2452,7
2453,4
2454,4
2455,3
2456,9
2457,9
2458,9
2459,4
2460,9
2461,7
2462,6
2463,7
2464,2
2465,4
2466,9
2467,3
2468,7
2469,0
2470,7
2471,8
2472,1
2473,2
2474,8
2475,7
2476,2
2477,3
2478,2
2479,2
2480,6
2481,8
2482,0
2483,4
2484,9
2485,4
2486,8
2487,9
2488,8
2489,3
2490,3
2491,2
2492,8
2493,2
2494,9
2495,0
2496,7
2497,7
2498,1
2499,0
2500,4
2501,1
2502,2
2503,2
2504,4
2505,2
2506,0
2507,9
2508,9
2509,2
2510,4
2511,4
2512,2
2513,8
2514,2
2515,1
2516,7
2517,8
2518,1
2519,7
2520,6
2521,0
2522,9
2523,3
2524,0
2525,8
2526,7
2527,8
2528,0
2529,6
2530,4
2531,2
2532,6
2533,9
2534,0
2535,7
2536,8
2537,2
2538,1
2539,1
2540,6
2541,4
2542,0
2543,7
2544,6
2545,2
2546,9
2547,9
2548,3
2549,2
2550,6
2551,3
2552,2
2553,8
2554,4
2555,3
2556,7
2557,3
2558,2
2559,8
2560,7
2561,9
2562,2
2563,7
2564,8
2565,4
2566,1
2567,0
2568,8
2569,1
2570,1
2571,7
2572,9
2573,2
2574,7
2575,3
2576,0
2577,9
2578,6
2579,2
2580,7
2581,0
2582,8
2583,6
2584,2
2585,3
2586,3
2587,1
2588,8
2589,9
2590,4
2591,9
2592,1
2593,8
2594,2
2595,9
2596,2
2597,6
2598,3
2599,8
2600,7
2601,7
2602,9
2603,0
2604,4
2605,6
2606,3
2607,6
2608,8
2609,6
2610,2
2611,1
2612,7
2613,3
2614,6
2615,1
2616,1
2617,3
2618,4
2619,3
2620,0
2621,7
2622,4
2623,8
2624,0
2625,0
2626,4
2627,1
2628,1
2629,0
2630,2
2631,7
2632,4
2633,9
2634,2
2635,6
2636,3
2637,3
2638,4
2639,2
2640,7
2641,0
2642,0
2643,4
2644,4
2645,7
2646,2
2647,1
2648,0
2649,1
2650,6
2651,0
2652,8
2653,7
2654,8
2655,9
2656,4
2657,0
2658,6
2659,7
2660,6
2661,2
2662,9
2663,6
2664,7
2665,0
2666,1
2667,1
2668,9
2669,3
2670,9
2671,2
2672,9
2673,2
2674,3
2675,2
2676,0
2677,8
2678,0
2679,6
2680,8
2681,6
2682,0
2683,3
2684,1
2685,6
2686,3
2687,9
2688,1
2689,7
2690,0
2691,3
2692,8
2693,4
2694,9
2695,3
2696,9
2697,1
2698,2
2699,3
2700,1
2701,0
2702,4
2703,4
2704,2
2705,7
2706,8
2707,6
2708,4
2709,9
2710,9
2711,4
2712,9
2713,6
2714,4
2715,2
2716,8
2717,6
2718,1
2719,2
2720,6
2721,6
2722,6
2723,8
2724,1
2725,1
2726,9
2727,4
2728,3
2729,8
2730,8
2731,6
2732,7
2733,8
2734,8
2735,9
2736,1
2737,1
2738,6
2739,9
2740,4
2741,9
2742,6
2743,3
2744,3
2745,0
2746,3
2747,9
2748,1
2749,3
2750,2
2751,2
2752,2
2753,3
2754,1
2755,4
2756,3
2757,3
2758,9
2759,0
2760,8
2761,1
2762,9
2763,1
2764,8
2765,2
2766,0
2767,3
2768,2
2769,1
2770,9
2771,1
2772,1
2773,2
2774,7
2775,8
2776,9
2777,3
2778,7
2779,3
2780,1
2781,6
2782,7
2783,1
2784,6
2785,6
2786,6
2787,3
2788,7
2789,6
2790,7
2791,6
2792,0
2793,2
2794,6
2795,4
2796,3
2797,8
2798,7
2799,4
2800,7
2801,0
2802,2
2803,2
2804,3
2805,3
2806,2
2807,7
2808,1
2809,0
2810,2
2811,8
2812,1
2813,0
2814,7
2815,9
2816,4
2817,4
2818,4
2819,0
2820,7
2821,1
2822,6
2823,2
2824,8
2825,2
2826,8
2827,4
2828,4
2829,6
2830,3
2831,9
2832,3
2833,7
2834,8
2835,8
2836,3
2837,2
2838,9
2839,1
2840,3
2841,9
2842,8
2843,4
2844,1
2845,3
2846,8
2847,1
2848,7
2849,3
2850,4
2851,2
2852,4
2853,7
2854,9
2855,6
2856,4
2857,7
2858,7
2859,3
2860,4
2861,9
2862,8
2863,2
2864,9
2865,7
2866,6
2867,3
2868,6
2869,4
2870,6
2871,9
2872,4
2873,6
2874,3
2875,7
2876,6
2877,2
2878,4
2879,8
2880,1
2881,6
2882,1
2883,4
2884,1
2885,6
2886,2
2887,9
2888,6
2889,6
2890,7
2891,6
2892,1
2893,7
2894,3
2895,9
2896,0
2897,3
2898,2
2899,2
2900,3
2901,9
2902,8
2903,8
2904,6
2905,3
2906,6
2907,8
2908,9
2909,2
2910,4
2911,4
2912,6
2913,7
2914,8
2915,4
2916,3
2917,6
2918,9
2919,0
2920,4
2921,0
2922,9
2923,2
2924,0
2925,9
2926,1
2927,1
2928,2
2929,3
2930,1
2931,1
2932,6
2933,0
2934,1
2935,7
2936,1
2937,2
2938,1
2939,2
2940,9
2941,0
2942,1
2943,7
2944,4
2945,2
2946,0
2947,0
2948,0
2949,3
2950,7
2951,2
2952,7
2953,2
2954,6
2955,4
2956,4
2957,1
2958,1
2959,2
2960,0
2961,4
2962,1
2963,7
2964,1
2965,2
2966,1
2967,6
2968,8
2969,1
2970,7
2971,6
2972,9
2973,7
2974,3
2975,2
2976,9
2977,6
2978,9
2979,0
2980,1
2981,6
2982,0
2983,1
2984,7
2985,6
2986,8
2987,1
2988,1
2989,1
2990,8
2991,2
2992,6
2993,2
2994,0
2995,8
2996,4
2997,9
